customer_id,transaction_date,product_name,quantity,total_amount,status
CUST_1264,2024-01-05,Mechanical Keyboard,10,1200,Completed
CUST_0204,2024-09-05,Gaming Laptop,3,4500,Completed
CUST_1698,2024-10-07,Ethernet Cable,2,50,Completed
CUST_1671,2023-03-08,Monitor 27in,1,350,Completed
CUST_0930,2022-08-04,Ethernet Cable,3,75,Completed
CUST_0583,2023-07-15,Gaming Laptop,1,1500,Completed
CUST_1219,2023-02-23,Monitor 27in,1,350,Completed
CUST_1484,2022-02-26,Enterprise Server,5,22500,Completed
CUST_1064,2024-02-24,Monitor 27in,1,350,Completed
CUST_0550,2023-04-17,Gaming Laptop,1,1500,Completed
CUST_1085,2023-06-24,Ethernet Cable,1,25,Completed
CUST_1161,2024-05-30,Ethernet Cable,1,25,Completed
CUST_0613,2022-05-14,Ethernet Cable,3,75,Completed
CUST_0320,2023-12-15,Monitor 27in,1,350,Completed
CUST_0816,2023-11-08,Gaming Laptop,10,15000,Completed
CUST_1328,2024-02-10,Gaming Laptop,1,1500,Completed
CUST_1599,2024-09-20,Ethernet Cable,1,25,Completed
CUST_1747,2023-08-03,Gaming Laptop,2,3000,Completed
CUST_0048,2022-10-19,Mechanical Keyboard,3,360,Completed
CUST_0441,2023-01-31,Mechanical Keyboard,1,120,Completed
CUST_1867,2023-12-30,Ethernet Cable,3,75,Completed
CUST_1955,2024-03-05,USB-C Dock,1,180,Completed
CUST_0167,2023-09-04,Ethernet Cable,1,25,Completed
CUST_1924,2023-07-20,Ethernet Cable,3,75,Completed
CUST_0621,2024-02-28,USB-C Dock,1,180,Completed
CUST_1511,2024-05-10,USB-C Dock,20,3600,Completed
CUST_0352,2024-07-29,Monitor 27in,1,350,Completed
CUST_0604,2023-02-23,Ethernet Cable,1,25,Completed
CUST_1089,2023-12-22,Ethernet Cable,1,25,Completed
CUST_1720,2023-09-19,Monitor 27in,1,350,Completed
CUST_0730,2023-09-27,Monitor 27in,2,700,Completed
CUST_0357,2024-08-22,USB-C Dock,1,180,Completed
CUST_1664,2023-01-28,Ethernet Cable,2,-50,Returned
CUST_0580,2024-02-19,Mechanical Keyboard,1,120,Completed
CUST_0332,2023-10-12,Mechanical Keyboard,1,120,Completed
CUST_1721,2023-07-13,Mechanical Keyboard,1,120,Completed
CUST_0997,2022-11-09,USB-C Dock,1,180,Completed
CUST_1523,2024-03-18,Monitor 27in,2,700,Completed
CUST_1870,2023-02-04,USB-C Dock,1,180,Completed
CUST_1975,2023-09-15,Gaming Laptop,1,1500,Completed
CUST_1583,2023-06-27,Enterprise Server,1,4500,Completed
CUST_0563,2022-04-25,USB-C Dock,1,180,Completed
CUST_0400,2023-08-17,Gaming Laptop,10,15000,Completed
CUST_0731,2023-05-27,Enterprise Server,10,45000,Completed
CUST_1984,2024-01-06,USB-C Dock,1,180,Completed
CUST_0946,2024-01-01,Monitor 27in,3,1050,Completed
CUST_1335,2023-12-13,Enterprise Server,3,13500,Completed
CUST_1220,2024-02-26,Enterprise Server,2,9000,Completed
CUST_0484,2023-01-05,Enterprise Server,1,4500,Completed
CUST_1032,2024-01-01,Gaming Laptop,1,1500,Completed
CUST_0102,2023-02-26,Mechanical Keyboard,1,120,Completed
CUST_1987,2024-09-27,Enterprise Server,2,9000,Completed
CUST_1956,2024-03-05,USB-C Dock,5,900,Completed
CUST_0334,2024-04-22,Mechanical Keyboard,1,120,Completed
CUST_0573,2024-07-06,Enterprise Server,1,4500,Completed
CUST_1468,2022-09-26,Ethernet Cable,2,50,Completed
CUST_1402,2023-01-24,Ethernet Cable,2,50,Completed
CUST_1743,2023-11-22,USB-C Dock,1,180,Completed
CUST_0203,2022-11-15,Mechanical Keyboard,5,600,Completed
CUST_0582,2023-10-21,Enterprise Server,1,4500,Completed
CUST_1457,2023-06-17,Mechanical Keyboard,2,-240,Returned
CUST_0489,2024-08-08,Enterprise Server,3,13500,Completed
CUST_0521,2023-02-10,Ethernet Cable,1,25,Completed
CUST_0054,2022-12-09,Gaming Laptop,3,4500,Completed
CUST_1961,2023-05-09,Mechanical Keyboard,1,120,Completed
CUST_1552,2023-12-06,USB-C Dock,1,180,Completed
CUST_1074,2024-07-17,Gaming Laptop,1,1500,Completed
CUST_0995,2023-07-23,Enterprise Server,1,4500,Completed
CUST_1538,2023-02-02,Mechanical Keyboard,1,120,Completed
CUST_1318,2023-01-27,Ethernet Cable,1,25,Completed
CUST_1181,2023-11-12,Enterprise Server,1,4500,Completed
CUST_0872,2024-01-24,Ethernet Cable,2,50,Completed
CUST_1925,2023-06-18,Gaming Laptop,1,1500,Completed
CUST_0260,2022-08-02,USB-C Dock,1,180,Completed
CUST_0762,2023-03-31,Gaming Laptop,1,1500,Completed
CUST_0885,2023-06-19,Monitor 27in,1,350,Completed
CUST_1414,2023-02-03,Monitor 27in,1,350,Completed
CUST_0965,2022-08-17,Monitor 27in,1,350,Completed
CUST_0388,2022-11-12,Enterprise Server,1,4500,Completed
CUST_0064,2022-11-21,Gaming Laptop,1,1500,Completed
CUST_1489,2024-01-01,Ethernet Cable,2,50,Completed
CUST_1493,2024-05-14,Enterprise Server,10,45000,Completed
CUST_0203,2023-05-06,Mechanical Keyboard,2,240,Completed
CUST_0835,2023-08-13,Ethernet Cable,3,75,Completed
CUST_0197,2023-01-12,Monitor 27in,1,350,Completed
CUST_0534,2023-03-30,Enterprise Server,2,9000,Completed
CUST_1032,2023-12-07,Ethernet Cable,2,50,Completed
CUST_1628,2024-03-18,Mechanical Keyboard,1,120,Completed
CUST_0678,2023-02-09,Mechanical Keyboard,3,360,Completed
CUST_1771,2023-03-13,Mechanical Keyboard,1,120,Completed
CUST_1534,2023-11-16,Mechanical Keyboard,2,240,Completed
CUST_1651,2024-06-19,USB-C Dock,1,180,Completed
CUST_1900,2024-02-01,Enterprise Server,2,9000,Completed
CUST_0837,2023-12-25,Ethernet Cable,1,25,Completed
CUST_0482,2024-08-07,Gaming Laptop,2,3000,Completed
CUST_1668,2022-10-29,Ethernet Cable,1,25,Completed
CUST_1187,2023-03-02,Enterprise Server,2,9000,Completed
CUST_1113,2023-07-24,USB-C Dock,1,180,Completed
CUST_1638,2023-07-09,USB-C Dock,2,360,Completed
CUST_0676,2022-11-14,Monitor 27in,2,700,Completed
CUST_0851,2024-05-11,Enterprise Server,1,4500,Completed
CUST_0484,2022-11-05,Ethernet Cable,5,125,Completed
CUST_1407,2023-12-27,Ethernet Cable,1,25,Completed
CUST_0167,2023-04-21,Gaming Laptop,1,1500,Completed
CUST_1111,2023-01-28,Gaming Laptop,2,3000,Completed
CUST_1447,2023-12-14,Monitor 27in,5,1750,Completed
CUST_0940,2023-12-27,Monitor 27in,1,350,Completed
CUST_1129,2022-09-20,Gaming Laptop,1,1500,Completed
CUST_1684,2024-07-31,Ethernet Cable,1,25,Completed
CUST_1315,2023-01-29,Enterprise Server,1,4500,Completed
CUST_0207,2023-05-23,Monitor 27in,20,7000,Completed
CUST_0538,2023-05-19,USB-C Dock,2,360,Completed
CUST_0343,2024-01-19,Gaming Laptop,1,1500,Completed
CUST_0156,2024-02-03,Enterprise Server,1,4500,Completed
CUST_0821,2023-09-21,Enterprise Server,1,4500,Completed
CUST_0574,2022-08-31,Gaming Laptop,1,1500,Completed
CUST_0560,2023-04-27,Mechanical Keyboard,1,120,Completed
CUST_0824,2024-08-08,Enterprise Server,1,4500,Completed
CUST_1094,2024-09-10,USB-C Dock,2,360,Completed
CUST_1033,2023-08-13,Monitor 27in,3,1050,Completed
CUST_1823,2022-11-26,USB-C Dock,1,180,Completed
CUST_1452,2023-02-21,Gaming Laptop,1,1500,Completed
CUST_1642,2023-03-16,Ethernet Cable,3,75,Completed
CUST_0146,2023-12-01,Mechanical Keyboard,1,120,Completed
CUST_0648,2024-08-24,Monitor 27in,2,-700,Returned
CUST_0046,2023-12-01,USB-C Dock,1,180,Completed
CUST_0349,2022-09-28,USB-C Dock,1,180,Completed
CUST_1494,2023-07-26,Mechanical Keyboard,2,240,Completed
CUST_0002,2022-12-08,Enterprise Server,1,4500,Completed
CUST_1964,2022-07-01,Gaming Laptop,1,1500,Completed
CUST_1839,2022-07-18,Gaming Laptop,1,1500,Completed
CUST_1996,2023-05-19,Monitor 27in,1,350,Completed
CUST_0267,2024-04-19,Gaming Laptop,1,1500,Completed
CUST_0314,2023-02-15,Enterprise Server,3,13500,Completed
CUST_0166,2023-10-10,Gaming Laptop,1,1500,Completed
CUST_1098,2022-08-10,Gaming Laptop,1,1500,Completed
CUST_1412,2022-09-20,Enterprise Server,2,9000,Completed
CUST_0237,2022-10-07,USB-C Dock,1,180,Completed
CUST_1218,2022-10-21,Ethernet Cable,1,25,Completed
CUST_1277,2023-06-24,Ethernet Cable,1,-25,Returned
CUST_1155,2023-07-13,Gaming Laptop,3,-4500,Returned
CUST_1507,2023-09-12,Monitor 27in,1,350,Completed
CUST_0342,2022-12-31,Gaming Laptop,1,1500,Completed
CUST_1376,2023-12-29,Ethernet Cable,3,75,Completed
CUST_1666,2023-04-26,Gaming Laptop,1,1500,Completed
CUST_1609,2023-01-25,Mechanical Keyboard,3,360,Completed
CUST_1417,2023-03-13,USB-C Dock,2,360,Completed
CUST_0187,2023-12-02,Enterprise Server,1,4500,Completed
CUST_1024,2024-02-18,Ethernet Cable,1,25,Completed
CUST_1013,2024-04-12,Enterprise Server,2,9000,Completed
CUST_1008,2023-10-25,Enterprise Server,1,4500,Completed
CUST_0099,2024-06-04,Enterprise Server,10,45000,Completed
CUST_0332,2023-06-16,Enterprise Server,1,4500,Completed
CUST_1519,2023-09-06,Mechanical Keyboard,2,240,Completed
CUST_1237,2024-07-04,Gaming Laptop,10,15000,Completed
CUST_1999,2022-08-03,Gaming Laptop,2,3000,Completed
CUST_0693,2022-08-28,Enterprise Server,1,4500,Completed
CUST_0853,2022-08-25,Monitor 27in,2,700,Completed
CUST_1274,2023-02-11,Ethernet Cable,1,25,Completed
CUST_0824,2024-06-08,Monitor 27in,1,350,Completed
CUST_0114,2023-10-03,Gaming Laptop,1,1500,Completed
CUST_1825,2024-06-18,Monitor 27in,3,1050,Completed
CUST_0292,2024-02-12,Ethernet Cable,1,25,Completed
CUST_1536,2022-04-05,Gaming Laptop,1,1500,Completed
CUST_0029,2024-01-27,Mechanical Keyboard,2,240,Completed
CUST_0404,2023-12-22,Ethernet Cable,1,25,Completed
CUST_0505,2023-05-07,Ethernet Cable,1,25,Completed
CUST_0619,2022-12-20,Mechanical Keyboard,1,120,Completed
CUST_1399,2023-01-09,Monitor 27in,3,1050,Completed
CUST_1780,2022-08-24,Ethernet Cable,2,50,Completed
CUST_0887,2024-01-01,Ethernet Cable,3,-75,Returned
CUST_0269,2023-02-16,Enterprise Server,1,4500,Completed
CUST_0909,2024-01-07,Ethernet Cable,1,25,Completed
CUST_0430,2022-12-26,Ethernet Cable,3,75,Completed
CUST_0063,2024-08-26,USB-C Dock,2,360,Completed
CUST_1015,2024-09-27,Gaming Laptop,5,7500,Completed
CUST_1408,2024-08-09,Mechanical Keyboard,3,360,Completed
CUST_1401,2022-07-29,USB-C Dock,1,180,Completed
CUST_0041,2023-05-13,Mechanical Keyboard,1,120,Completed
CUST_0956,2023-02-19,USB-C Dock,1,180,Completed
CUST_1145,2023-08-07,Monitor 27in,3,1050,Completed
CUST_1956,2024-01-18,Monitor 27in,5,1750,Completed
CUST_0087,2024-07-02,USB-C Dock,1,180,Completed
CUST_0966,2024-05-29,Ethernet Cable,1,25,Completed
CUST_1852,2023-10-30,Gaming Laptop,2,3000,Completed
CUST_1795,2023-05-02,Mechanical Keyboard,1,120,Completed
CUST_1699,2024-02-05,Monitor 27in,10,3500,Completed
CUST_0704,2023-10-17,Monitor 27in,1,350,Completed
CUST_0621,2024-02-02,Gaming Laptop,1,1500,Completed
CUST_1445,2024-07-17,Gaming Laptop,10,15000,Completed
CUST_0688,2022-07-22,Enterprise Server,1,4500,Completed
CUST_0035,2024-11-02,Ethernet Cable,1,25,Completed
CUST_1830,2022-04-30,Monitor 27in,2,700,Completed
CUST_1303,2023-01-10,USB-C Dock,5,900,Completed
CUST_1977,2023-10-13,Gaming Laptop,1,1500,Completed
CUST_1143,2023-11-07,USB-C Dock,3,540,Completed
CUST_1459,2023-10-25,Mechanical Keyboard,20,2400,Completed
CUST_0261,2022-09-14,Monitor 27in,1,350,Completed
CUST_0274,2023-11-06,USB-C Dock,2,360,Completed
CUST_1248,2023-03-28,Monitor 27in,1,350,Completed
CUST_0865,2023-10-02,USB-C Dock,1,180,Completed
CUST_1254,2023-05-12,Ethernet Cable,1,25,Completed
CUST_1059,2023-04-26,Enterprise Server,1,4500,Completed
CUST_0954,2024-04-23,Monitor 27in,1,350,Completed
CUST_0463,2022-10-21,Gaming Laptop,1,1500,Completed
CUST_1028,2024-11-26,Gaming Laptop,2,3000,Completed
CUST_0963,2024-03-11,Ethernet Cable,1,25,Completed
CUST_1967,2023-07-01,Mechanical Keyboard,1,120,Completed
CUST_0199,2024-07-05,Gaming Laptop,1,1500,Completed
CUST_0954,2024-01-11,USB-C Dock,2,360,Completed
CUST_0188,2023-02-12,Monitor 27in,1,350,Completed
CUST_0230,2024-04-23,USB-C Dock,1,180,Completed
CUST_1452,2022-12-03,Ethernet Cable,1,25,Completed
CUST_1992,2023-11-18,Enterprise Server,1,-4500,Returned
CUST_1902,2024-01-04,Gaming Laptop,1,1500,Completed
CUST_0431,2022-10-12,Mechanical Keyboard,2,240,Completed
CUST_1763,2022-07-01,Mechanical Keyboard,3,360,Completed
CUST_0570,2024-08-08,Monitor 27in,1,350,Completed
CUST_1064,2023-12-11,USB-C Dock,1,180,Completed
CUST_0620,2023-07-01,Ethernet Cable,1,25,Completed
CUST_1638,2024-02-26,Monitor 27in,2,700,Completed
CUST_0743,2022-12-29,Enterprise Server,1,4500,Completed
CUST_1740,2023-06-24,Monitor 27in,1,350,Completed
CUST_1725,2024-02-20,Gaming Laptop,2,3000,Completed
CUST_0269,2023-11-12,Monitor 27in,2,700,Completed
CUST_0958,2023-07-27,Enterprise Server,1,4500,Completed
CUST_1145,2023-06-23,Ethernet Cable,1,25,Completed
CUST_1205,2022-06-10,USB-C Dock,3,540,Completed
CUST_1680,2024-05-27,Monitor 27in,3,1050,Completed
CUST_1053,2022-11-30,Enterprise Server,1,4500,Completed
CUST_0749,2023-02-01,Monitor 27in,1,350,Completed
CUST_1789,2023-05-28,Mechanical Keyboard,2,240,Completed
CUST_0908,2023-11-19,Mechanical Keyboard,5,600,Completed
CUST_1062,2022-08-16,USB-C Dock,3,540,Completed
CUST_0678,2022-09-01,Enterprise Server,10,45000,Completed
CUST_1768,2023-06-30,USB-C Dock,1,180,Completed
CUST_1788,2023-01-22,Mechanical Keyboard,20,2400,Completed
CUST_0145,2023-09-02,Ethernet Cable,1,25,Completed
CUST_0913,2022-11-30,Ethernet Cable,1,25,Completed
CUST_0508,2023-03-12,Monitor 27in,2,700,Completed
CUST_0483,2023-04-29,Ethernet Cable,1,25,Completed
CUST_1484,2022-01-26,Mechanical Keyboard,1,120,Completed
CUST_1823,2023-03-26,Monitor 27in,3,1050,Completed
CUST_0802,2024-05-07,Ethernet Cable,1,25,Completed
CUST_1926,2024-01-04,Enterprise Server,2,9000,Completed
CUST_1761,2023-03-10,Ethernet Cable,3,75,Completed
CUST_0045,2023-05-09,Monitor 27in,1,350,Completed
CUST_0927,2022-12-06,Ethernet Cable,1,25,Completed
CUST_1793,2024-02-29,USB-C Dock,5,900,Completed
CUST_1291,2023-09-23,Mechanical Keyboard,5,600,Completed
CUST_0583,2023-03-17,Ethernet Cable,1,25,Completed
CUST_0028,2023-05-06,USB-C Dock,20,3600,Completed
CUST_0836,2023-03-22,Mechanical Keyboard,3,360,Completed
CUST_1470,2023-10-26,Mechanical Keyboard,2,240,Completed
CUST_0000,2023-05-15,Gaming Laptop,1,1500,Completed
CUST_0893,2024-02-05,USB-C Dock,1,180,Completed
CUST_1836,2022-12-17,Enterprise Server,1,4500,Completed
CUST_0385,2023-06-05,Enterprise Server,2,9000,Completed
CUST_1262,2024-03-29,Gaming Laptop,3,4500,Completed
CUST_0479,2022-11-21,Monitor 27in,20,7000,Completed
CUST_1732,2023-06-15,Monitor 27in,3,1050,Completed
CUST_0571,2023-01-04,Gaming Laptop,1,1500,Completed
CUST_1658,2023-12-15,Enterprise Server,1,4500,Completed
CUST_0199,2024-01-27,Monitor 27in,3,1050,Completed
CUST_1253,2023-06-16,Ethernet Cable,1,25,Completed
CUST_1835,2023-04-05,Enterprise Server,1,4500,Completed
CUST_1187,2023-01-27,Enterprise Server,3,13500,Completed
CUST_1035,2023-02-03,Monitor 27in,2,700,Completed
CUST_1794,2024-08-07,Enterprise Server,5,-22500,Returned
CUST_1259,2023-04-23,USB-C Dock,1,180,Completed
CUST_1698,2024-06-17,Enterprise Server,1,4500,Completed
CUST_0823,2022-11-16,USB-C Dock,1,180,Completed
CUST_0873,2022-11-17,Gaming Laptop,1,1500,Completed
CUST_0168,2024-09-06,Mechanical Keyboard,2,240,Completed
CUST_0595,2023-08-03,Enterprise Server,1,4500,Completed
CUST_1291,2023-11-02,Gaming Laptop,3,4500,Completed
CUST_1441,2023-07-16,Enterprise Server,5,22500,Completed
CUST_0446,2022-12-14,Monitor 27in,1,350,Completed
CUST_1471,2023-01-15,Enterprise Server,1,4500,Completed
CUST_0186,2024-04-11,Mechanical Keyboard,1,120,Completed
CUST_0946,2023-07-22,Gaming Laptop,1,1500,Completed
CUST_1024,2023-09-10,Monitor 27in,1,350,Completed
CUST_1524,2022-05-28,Enterprise Server,3,13500,Completed
CUST_1381,2023-06-21,Gaming Laptop,2,3000,Completed
CUST_1480,2024-01-10,Monitor 27in,1,350,Completed
CUST_1740,2023-11-19,Gaming Laptop,1,1500,Completed
CUST_0618,2022-06-13,Enterprise Server,1,4500,Completed
CUST_1286,2022-12-31,Mechanical Keyboard,1,120,Completed
CUST_0380,2024-04-21,Mechanical Keyboard,2,-240,Returned
CUST_1911,2023-07-03,Monitor 27in,3,1050,Completed
CUST_0116,2023-07-19,Gaming Laptop,1,1500,Completed
CUST_0556,2022-03-26,Enterprise Server,3,13500,Completed
CUST_0386,2023-12-24,Mechanical Keyboard,5,600,Completed
CUST_0608,2023-07-04,Enterprise Server,3,13500,Completed
CUST_0936,2022-09-05,Enterprise Server,1,4500,Completed
CUST_1125,2023-08-02,Mechanical Keyboard,1,120,Completed
CUST_1412,2023-01-05,USB-C Dock,1,180,Completed
CUST_0179,2022-06-22,Monitor 27in,1,350,Completed
CUST_1811,2023-03-29,Monitor 27in,3,1050,Completed
CUST_0050,2024-01-04,USB-C Dock,2,360,Completed
CUST_0113,2024-03-31,Enterprise Server,2,9000,Completed
CUST_0745,2023-02-19,USB-C Dock,1,180,Completed
CUST_0229,2023-11-01,Enterprise Server,3,13500,Completed
CUST_0721,2024-03-21,Mechanical Keyboard,1,120,Completed
CUST_0857,2024-04-01,Gaming Laptop,1,1500,Completed
CUST_0550,2023-07-25,Monitor 27in,1,350,Completed
CUST_1788,2023-07-21,Monitor 27in,1,350,Completed
CUST_1009,2023-09-17,Ethernet Cable,1,25,Completed
CUST_0431,2022-09-02,Enterprise Server,1,4500,Completed
CUST_0819,2024-09-23,Monitor 27in,1,350,Completed
CUST_0762,2022-10-17,Gaming Laptop,1,1500,Completed
CUST_0200,2024-05-01,Ethernet Cable,1,25,Completed
CUST_0803,2023-11-14,USB-C Dock,2,360,Completed
CUST_1440,2023-02-06,Monitor 27in,2,700,Completed
CUST_0963,2024-06-08,Mechanical Keyboard,1,120,Completed
CUST_1727,2024-02-16,Enterprise Server,1,4500,Completed
CUST_0880,2024-01-04,USB-C Dock,2,360,Completed
CUST_1662,2024-04-07,Gaming Laptop,1,1500,Completed
CUST_0928,2023-11-24,Ethernet Cable,2,50,Completed
CUST_0563,2022-11-25,Gaming Laptop,5,7500,Completed
CUST_0594,2024-02-12,Gaming Laptop,5,7500,Completed
CUST_1959,2024-03-06,Monitor 27in,2,700,Completed
CUST_1073,2023-03-05,Gaming Laptop,2,3000,Completed
CUST_1435,2023-11-21,Enterprise Server,2,9000,Completed
CUST_1859,2023-10-03,Monitor 27in,1,350,Completed
CUST_0185,2023-10-29,Mechanical Keyboard,2,240,Completed
CUST_1953,2023-01-10,USB-C Dock,5,900,Completed
CUST_1320,2023-06-10,Monitor 27in,1,350,Completed
CUST_0283,2022-10-25,Mechanical Keyboard,1,120,Completed
CUST_0089,2023-05-05,USB-C Dock,1,180,Completed
CUST_1008,2024-02-29,Ethernet Cable,1,25,Completed
CUST_1034,2022-12-09,USB-C Dock,2,-360,Returned
CUST_0742,2023-04-14,Ethernet Cable,1,25,Completed
CUST_1962,2022-02-18,Mechanical Keyboard,1,120,Completed
CUST_0309,2024-02-16,USB-C Dock,1,180,Completed
CUST_0885,2023-02-13,USB-C Dock,1,180,Completed
CUST_0910,2022-05-09,Monitor 27in,1,350,Completed
CUST_0512,2023-11-14,Enterprise Server,3,13500,Completed
CUST_1391,2024-06-29,Gaming Laptop,1,1500,Completed
CUST_0535,2023-02-24,Ethernet Cable,1,25,Completed
CUST_0809,2023-09-09,USB-C Dock,1,180,Completed
CUST_1417,2023-02-01,Mechanical Keyboard,1,120,Completed
CUST_0650,2024-01-23,Ethernet Cable,1,25,Completed
CUST_1565,2023-05-28,Gaming Laptop,1,1500,Completed
CUST_0143,2023-07-27,Gaming Laptop,3,4500,Completed
CUST_1590,2023-07-11,Ethernet Cable,1,25,Completed
CUST_1526,2023-06-14,Ethernet Cable,1,25,Completed
CUST_1139,2023-05-23,Ethernet Cable,1,25,Completed
CUST_1284,2022-11-13,Gaming Laptop,1,1500,Completed
CUST_1225,2024-01-22,Mechanical Keyboard,1,120,Completed
CUST_1283,2023-05-14,Gaming Laptop,1,1500,Completed
CUST_0903,2022-12-17,Enterprise Server,1,4500,Completed
CUST_0714,2023-05-25,Gaming Laptop,1,1500,Completed
CUST_0349,2023-01-20,Enterprise Server,1,4500,Completed
CUST_1960,2024-07-19,Ethernet Cable,2,50,Completed
CUST_1410,2024-11-06,USB-C Dock,10,1800,Completed
CUST_0081,2023-03-20,Ethernet Cable,1,25,Completed
CUST_1228,2023-03-11,Mechanical Keyboard,1,120,Completed
CUST_0824,2023-12-27,Mechanical Keyboard,1,120,Completed
CUST_0649,2023-03-28,Mechanical Keyboard,1,120,Completed
CUST_1048,2023-02-21,Gaming Laptop,5,7500,Completed
CUST_0308,2022-07-19,Monitor 27in,1,350,Completed
CUST_0023,2023-10-27,Mechanical Keyboard,5,600,Completed
CUST_0278,2023-12-01,Enterprise Server,3,13500,Completed
CUST_0089,2023-05-03,Monitor 27in,3,1050,Completed
CUST_0538,2022-10-13,USB-C Dock,1,180,Completed
CUST_1817,2024-08-07,Ethernet Cable,10,250,Completed
CUST_0807,2022-11-03,Gaming Laptop,3,4500,Completed
CUST_1733,2022-07-04,Ethernet Cable,3,75,Completed
CUST_1336,2023-01-27,Mechanical Keyboard,1,120,Completed
CUST_0564,2022-07-04,Enterprise Server,1,4500,Completed
CUST_0013,2024-11-01,Monitor 27in,3,1050,Completed
CUST_0538,2022-10-03,Enterprise Server,10,45000,Completed
CUST_0449,2023-10-07,Ethernet Cable,1,25,Completed
CUST_1953,2023-02-04,Ethernet Cable,2,50,Completed
CUST_1130,2022-06-21,Enterprise Server,1,4500,Completed
CUST_1770,2023-08-24,Gaming Laptop,5,7500,Completed
CUST_0523,2022-09-26,Mechanical Keyboard,10,1200,Completed
CUST_1366,2023-04-05,Gaming Laptop,1,1500,Completed
CUST_1481,2023-06-08,Gaming Laptop,1,1500,Completed
CUST_1914,2024-04-04,Monitor 27in,1,350,Completed
CUST_1282,2022-10-24,Ethernet Cable,1,25,Completed
CUST_1643,2023-01-14,Mechanical Keyboard,1,120,Completed
CUST_1947,2023-10-10,USB-C Dock,2,360,Completed
CUST_0205,2023-12-06,Mechanical Keyboard,2,240,Completed
CUST_1120,2023-06-01,Ethernet Cable,5,125,Completed
CUST_0226,2023-04-21,Gaming Laptop,2,3000,Completed
CUST_1362,2023-04-09,Ethernet Cable,1,25,Completed
CUST_0608,2023-06-02,Mechanical Keyboard,1,120,Completed
CUST_1766,2024-09-13,Monitor 27in,3,1050,Completed
CUST_1267,2023-12-08,Gaming Laptop,2,3000,Completed
CUST_1200,2022-12-03,Monitor 27in,5,1750,Completed
CUST_0663,2024-09-18,USB-C Dock,1,-180,Returned
CUST_0989,2024-05-24,USB-C Dock,1,180,Completed
CUST_0370,2023-03-30,Ethernet Cable,2,50,Completed
CUST_1530,2023-06-10,USB-C Dock,1,180,Completed
CUST_1303,2022-02-06,Ethernet Cable,1,25,Completed
CUST_1053,2022-07-15,Monitor 27in,10,3500,Completed
CUST_1606,2023-12-31,Mechanical Keyboard,1,120,Completed
CUST_0444,2023-12-23,Enterprise Server,1,4500,Completed
CUST_1186,2022-05-19,Enterprise Server,1,4500,Completed
CUST_0989,2023-11-10,USB-C Dock,1,180,Completed
CUST_0090,2022-10-01,USB-C Dock,1,180,Completed
CUST_0975,2023-08-01,USB-C Dock,1,180,Completed
CUST_1662,2024-03-15,Monitor 27in,1,350,Completed
CUST_0467,2023-11-07,Enterprise Server,1,4500,Completed
CUST_0569,2023-07-05,Mechanical Keyboard,1,120,Completed
CUST_1942,2022-12-02,USB-C Dock,1,180,Completed
CUST_0199,2024-04-06,Monitor 27in,2,-700,Returned
CUST_1376,2024-01-09,Gaming Laptop,1,1500,Completed
CUST_0277,2023-06-01,Gaming Laptop,1,1500,Completed
CUST_0114,2023-08-01,Gaming Laptop,1,1500,Completed
CUST_0029,2023-12-18,Monitor 27in,1,350,Completed
CUST_0483,2022-08-15,Enterprise Server,1,4500,Completed
CUST_0366,2023-03-06,Mechanical Keyboard,1,120,Completed
CUST_0962,2023-11-18,Gaming Laptop,2,3000,Completed
CUST_1236,2024-01-24,Enterprise Server,1,4500,Completed
CUST_1344,2023-07-03,Gaming Laptop,1,1500,Completed
CUST_1576,2023-03-06,Ethernet Cable,1,25,Completed
CUST_1586,2023-08-14,Mechanical Keyboard,2,240,Completed
CUST_1593,2022-05-28,Monitor 27in,1,350,Completed
CUST_0317,2024-07-05,Enterprise Server,1,4500,Completed
CUST_0577,2024-02-09,Gaming Laptop,1,1500,Completed
CUST_0793,2023-03-28,Gaming Laptop,1,1500,Completed
CUST_0055,2023-05-25,Mechanical Keyboard,1,120,Completed
CUST_0115,2024-01-31,Gaming Laptop,2,3000,Completed
CUST_0806,2023-07-26,Monitor 27in,1,350,Completed
CUST_1724,2023-12-27,USB-C Dock,1,180,Completed
CUST_0854,2023-08-25,Enterprise Server,10,45000,Completed
CUST_1404,2023-02-09,Enterprise Server,3,13500,Completed
CUST_0694,2023-02-23,Ethernet Cable,1,25,Completed
CUST_1780,2023-07-21,Ethernet Cable,1,25,Completed
CUST_1965,2023-01-16,USB-C Dock,1,180,Completed
CUST_1602,2024-02-20,Gaming Laptop,1,1500,Completed
CUST_1515,2023-01-12,Enterprise Server,2,9000,Completed
CUST_0590,2024-10-20,Ethernet Cable,1,25,Completed
CUST_1020,2023-09-16,Gaming Laptop,2,3000,Completed
CUST_1084,2022-07-15,Ethernet Cable,2,50,Completed
CUST_1080,2023-05-10,Ethernet Cable,1,25,Completed
CUST_0491,2022-11-15,Mechanical Keyboard,2,240,Completed
CUST_1067,2023-04-04,Ethernet Cable,1,25,Completed
CUST_0128,2023-04-30,Enterprise Server,2,9000,Completed
CUST_0185,2023-12-14,USB-C Dock,3,540,Completed
CUST_0680,2023-09-05,Enterprise Server,20,90000,Completed
CUST_0649,2022-11-28,Mechanical Keyboard,1,120,Completed
CUST_1895,2023-07-25,Monitor 27in,20,7000,Completed
