customer_id,region,acquisition_channel,signup_date
CUST_0579,EMEA,Direct Sales,2022-03-24
CUST_0580,North_America,Direct Sales,2023-12-10
CUST_0581,North_America,Direct Sales,2023-01-14
CUST_0582,North_America,Online Web,2023-05-25
CUST_0583,LATAM,Direct Sales,2023-03-10
CUST_0584,North_America,Online Web,2023-07-26
CUST_0585,EMEA,Online Web,2023-01-20
CUST_0586,North_America,Online Web,2023-07-27
CUST_0587,North_America,Direct Sales,2023-10-23
CUST_0588,APAC,Distributor,2022-09-27
CUST_0589,North_America,Distributor,2022-12-01
CUST_0590,APAC,Direct Sales,2023-12-31
CUST_0591,EMEA,Online Web,2022-12-20
CUST_0592,North_America,Online Web,2022-04-30
CUST_0593,North_America,Direct Sales,2022-10-07
CUST_0594,EMEA,Direct Sales,2023-06-28
CUST_0595,APAC,Direct Sales,2022-09-07
CUST_0596,North_America,Distributor,2022-03-07
CUST_0597,North_America,Direct Sales,2022-02-04
CUST_0598,EMEA,Distributor,2022-08-13
CUST_0599,APAC,Online Web,2022-10-01
CUST_0600,APAC,Direct Sales,2022-11-30
CUST_0601,EMEA,Direct Sales,2023-09-28
CUST_0602,North_America,Online Web,2022-04-15
CUST_0603,EMEA,Direct Sales,2022-10-05
CUST_0604,APAC,Distributor,2022-11-11
CUST_0605,EMEA,Direct Sales,2023-09-29
CUST_0606,EMEA,Direct Sales,2023-10-02
CUST_0607,APAC,Online Web,2022-09-06
CUST_0608,North_America,Online Web,2022-08-06
CUST_0609,North_America,Distributor,2023-03-29
CUST_0610,APAC,Direct Sales,2023-11-13
CUST_0611,North_America,Online Web,2023-04-01
CUST_0612,EMEA,Online Web,2023-06-19
CUST_0613,North_America,Direct Sales,2022-01-18
CUST_0614,North_America,Distributor,2023-09-09
CUST_0615,APAC,Direct Sales,2022-09-26
CUST_0616,North_America,Online Web,2022-03-21
CUST_0617,EMEA,Distributor,2023-01-28
CUST_0618,APAC,Direct Sales,2022-05-05
CUST_0619,LATAM,Direct Sales,2022-01-19
CUST_0620,North_America,Direct Sales,2022-10-17
CUST_0621,EMEA,Distributor,2023-05-22
CUST_0622,EMEA,Distributor,2023-12-22
CUST_0623,North_America,Online Web,2023-03-29
CUST_0624,EMEA,Online Web,2023-03-13
CUST_0625,EMEA,Direct Sales,2022-11-25
CUST_0626,APAC,Online Web,2023-06-06
CUST_0627,APAC,Distributor,2022-08-29
CUST_0628,APAC,Online Web,2023-09-12
CUST_0629,EMEA,Distributor,2023-12-12
CUST_0630,EMEA,Direct Sales,2023-07-02
CUST_0631,EMEA,Direct Sales,2022-04-19
CUST_0632,North_America,Online Web,2022-10-21
CUST_0633,North_America,Distributor,2023-02-12
CUST_0634,APAC,Distributor,2022-08-02
CUST_0635,North_America,Direct Sales,2022-03-11
CUST_0636,EMEA,Distributor,2023-08-29
CUST_0637,EMEA,Online Web,2022-10-14
CUST_0638,North_America,Direct Sales,2023-04-10
CUST_0639,EMEA,Online Web,2023-05-17
CUST_0640,EMEA,Direct Sales,2022-12-13
CUST_0641,North_America,Direct Sales,2023-09-02
CUST_0642,APAC,Online Web,2022-03-29
CUST_0643,EMEA,Distributor,2023-12-15
CUST_0644,EMEA,Distributor,2022-01-21
CUST_0645,LATAM,Online Web,2022-02-18
CUST_0646,North_America,Distributor,2023-07-31
CUST_0647,North_America,Online Web,2022-03-27
CUST_0648,EMEA,Distributor,2023-10-12
CUST_0649,North_America,Online Web,2022-05-13
CUST_0650,LATAM,Direct Sales,2023-02-24
CUST_0651,APAC,Direct Sales,2022-07-16
CUST_0652,North_America,Online Web,2023-03-10
CUST_0653,LATAM,Distributor,2023-11-10
CUST_0654,EMEA,Distributor,2023-11-05
CUST_0655,EMEA,Direct Sales,2023-08-24
CUST_0656,LATAM,Distributor,2023-08-16
CUST_0657,North_America,Distributor,2022-01-19
CUST_0658,APAC,Distributor,2022-01-21
CUST_0659,EMEA,Online Web,2022-05-05
CUST_0660,APAC,Direct Sales,2022-11-25
CUST_0661,EMEA,Direct Sales,2022-08-12
CUST_0662,EMEA,Direct Sales,2022-07-28
CUST_0663,North_America,Distributor,2023-11-15
CUST_0664,APAC,Online Web,2023-10-18
CUST_0665,North_America,Online Web,2022-04-20
CUST_0666,North_America,Distributor,2022-01-14
CUST_0667,North_America,Online Web,2023-03-17
CUST_0668,LATAM,Online Web,2022-10-21
CUST_0669,North_America,Distributor,2022-07-07
CUST_0670,LATAM,Online Web,2022-05-19
CUST_0671,North_America,Online Web,2023-12-09
CUST_0672,APAC,Distributor,2022-10-21
CUST_0673,North_America,Direct Sales,2022-07-01
CUST_0674,APAC,Direct Sales,2023-12-24
CUST_0675,EMEA,Direct Sales,2023-03-02
CUST_0676,LATAM,Online Web,2022-04-18
CUST_0677,North_America,Distributor,2022-11-14
CUST_0678,North_America,Online Web,2022-07-09
CUST_0679,EMEA,Online Web,2023-03-05
CUST_0680,North_America,Direct Sales,2023-01-31
CUST_0681,North_America,Direct Sales,2023-10-09
CUST_0682,APAC,Direct Sales,2022-04-09
CUST_0683,EMEA,Direct Sales,2022-03-21
CUST_0684,North_America,Distributor,2022-10-03
CUST_0685,North_America,Online Web,2023-06-24
CUST_0686,APAC,Distributor,2022-11-08
CUST_0687,EMEA,Online Web,2022-09-14
CUST_0688,EMEA,Online Web,2022-06-12
CUST_0689,APAC,Direct Sales,2022-10-08
CUST_0690,North_America,Online Web,2022-05-07
CUST_0691,North_America,Direct Sales,2022-02-05
CUST_0692,EMEA,Distributor,2023-09-12
CUST_0693,APAC,Distributor,2022-03-13
CUST_0694,EMEA,Distributor,2022-09-14
CUST_0695,LATAM,Direct Sales,2023-04-30
CUST_0696,North_America,Distributor,2023-02-05
CUST_0697,LATAM,Online Web,2022-05-12
CUST_0698,LATAM,Online Web,2022-10-25
CUST_0699,APAC,Distributor,2023-09-05
CUST_0700,APAC,Online Web,2023-05-11
CUST_0701,APAC,Online Web,2022-08-11
CUST_0702,North_America,Direct Sales,2023-05-29
CUST_0703,LATAM,Direct Sales,2022-11-10
CUST_0704,EMEA,Online Web,2023-04-04
CUST_0705,EMEA,Distributor,2022-09-16
CUST_0706,LATAM,Distributor,2023-05-28
CUST_0707,North_America,Direct Sales,2022-09-17
CUST_0708,LATAM,Online Web,2023-10-12
CUST_0709,LATAM,Online Web,2022-07-08
CUST_0710,LATAM,Online Web,2023-04-16
CUST_0711,North_America,Distributor,2022-10-18
CUST_0712,North_America,Online Web,2022-06-02
CUST_0713,EMEA,Direct Sales,2022-07-14
CUST_0714,LATAM,Direct Sales,2022-12-04
CUST_0715,APAC,Online Web,2023-06-07
CUST_0716,North_America,Online Web,2022-05-12
CUST_0717,North_America,Online Web,2023-05-30
CUST_0718,EMEA,Distributor,2022-08-24
CUST_0719,North_America,Distributor,2023-09-21
CUST_0720,LATAM,Online Web,2022-12-30
CUST_0721,EMEA,Online Web,2023-09-09
CUST_0722,North_America,Online Web,2023-06-13
CUST_0723,EMEA,Online Web,2022-03-14
CUST_0724,EMEA,Distributor,2022-08-21
CUST_0725,EMEA,Online Web,2023-07-24
CUST_0726,APAC,Online Web,2023-03-22
CUST_0727,North_America,Distributor,2022-05-29
CUST_0728,LATAM,Distributor,2023-08-10
CUST_0729,APAC,Distributor,2022-01-01
CUST_0730,North_America,Direct Sales,2022-12-12
CUST_0731,EMEA,Online Web,2023-02-14
CUST_0732,LATAM,Distributor,2023-08-18
CUST_0733,LATAM,Distributor,2022-03-26
CUST_0734,EMEA,Direct Sales,2022-01-11
CUST_0735,North_America,Direct Sales,2023-03-09
CUST_0736,North_America,Direct Sales,2022-04-01
CUST_0737,North_America,Online Web,2023-03-12
CUST_0738,EMEA,Direct Sales,2023-04-14
CUST_0739,EMEA,Distributor,2022-04-20
CUST_0740,North_America,Online Web,2022-03-27
CUST_0741,North_America,Direct Sales,2022-01-05
CUST_0742,North_America,Distributor,2022-07-19
CUST_0743,APAC,Direct Sales,2022-04-01
CUST_0744,North_America,Distributor,2022-09-05
CUST_0745,North_America,Online Web,2022-11-02
CUST_0746,North_America,Direct Sales,2022-07-16
CUST_0747,North_America,Direct Sales,2022-04-28
CUST_0748,APAC,Distributor,2022-05-31
CUST_0749,North_America,Direct Sales,2022-09-22
CUST_0750,North_America,Distributor,2023-12-27
CUST_0751,North_America,Direct Sales,2022-11-14
CUST_0752,LATAM,Online Web,2022-06-27
CUST_0753,EMEA,Distributor,2023-07-23
CUST_0754,APAC,Distributor,2023-11-24
CUST_0755,LATAM,Online Web,2023-10-19
CUST_0756,APAC,Direct Sales,2022-07-14
CUST_0757,APAC,Online Web,2022-04-02
CUST_0758,North_America,Online Web,2023-09-24
CUST_0759,EMEA,Direct Sales,2022-04-25
CUST_0760,North_America,Online Web,2022-11-28
CUST_0761,North_America,Distributor,2022-01-26
CUST_0762,EMEA,Distributor,2022-08-12
CUST_0763,North_America,Direct Sales,2022-11-01
CUST_0764,APAC,Distributor,2023-02-19
CUST_0765,EMEA,Online Web,2022-12-09
CUST_0766,APAC,Direct Sales,2023-06-01
CUST_0767,North_America,Distributor,2022-02-13
CUST_0768,North_America,Distributor,2023-03-30
CUST_0769,EMEA,Direct Sales,2023-10-27
CUST_0770,EMEA,Direct Sales,2022-09-14
CUST_0771,EMEA,Direct Sales,2023-05-07
CUST_0772,LATAM,Distributor,2023-07-10
CUST_0773,APAC,Online Web,2023-09-24
CUST_0774,APAC,Distributor,2022-12-24
CUST_0775,EMEA,Distributor,2022-08-12
CUST_0776,EMEA,Distributor,2022-12-23
CUST_0777,EMEA,Direct Sales,2022-05-14
CUST_0778,APAC,Distributor,2022-02-14
CUST_0779,North_America,Online Web,2023-12-21
CUST_0780,APAC,Distributor,2022-11-29
CUST_0781,North_America,Distributor,2023-12-14
CUST_0782,North_America,Direct Sales,2023-07-21
CUST_0783,APAC,Distributor,2023-11-21
CUST_0784,EMEA,Distributor,2022-08-26
CUST_0785,APAC,Direct Sales,2022-08-02
CUST_0786,APAC,Direct Sales,2023-10-06
CUST_0787,EMEA,Direct Sales,2023-06-20
CUST_0788,EMEA,Distributor,2023-09-12
CUST_0789,EMEA,Direct Sales,2023-03-11
CUST_0790,EMEA,Distributor,2023-05-03
CUST_0791,North_America,Distributor,2022-06-17
CUST_0792,North_America,Direct Sales,2023-09-11
CUST_0793,North_America,Online Web,2022-12-22
CUST_0794,LATAM,Online Web,2023-07-25
CUST_0795,North_America,Direct Sales,2022-06-30
CUST_0796,EMEA,Online Web,2023-06-15
CUST_0797,EMEA,Online Web,2023-07-01
CUST_0798,North_America,Direct Sales,2022-11-11
CUST_0799,EMEA,Direct Sales,2022-01-22
CUST_0800,North_America,Online Web,2022-01-17
CUST_0801,EMEA,Online Web,2023-09-13
CUST_0802,APAC,Online Web,2023-08-31
CUST_0803,LATAM,Online Web,2022-12-19
CUST_0804,EMEA,Distributor,2022-06-06
CUST_0805,APAC,Online Web,2022-05-12
CUST_0806,North_America,Distributor,2023-03-23
CUST_0807,APAC,Online Web,2022-02-16
CUST_0808,North_America,Online Web,2022-03-11
CUST_0809,North_America,Online Web,2023-07-01
CUST_0810,APAC,Online Web,2022-11-24
CUST_0811,EMEA,Distributor,2023-11-21
CUST_0812,EMEA,Distributor,2023-07-26
CUST_0813,APAC,Distributor,2022-10-27
CUST_0814,North_America,Direct Sales,2023-01-07
CUST_0815,LATAM,Direct Sales,2022-06-27
CUST_0816,North_America,Direct Sales,2023-07-21
CUST_0817,North_America,Online Web,2022-12-03
CUST_0818,North_America,Distributor,2023-12-11
CUST_0819,APAC,Direct Sales,2023-12-07
CUST_0820,EMEA,Online Web,2022-04-13
CUST_0821,APAC,Online Web,2023-07-17
CUST_0822,APAC,Distributor,2022-10-30
CUST_0823,LATAM,Online Web,2022-02-03
CUST_0824,APAC,Direct Sales,2023-11-15
CUST_0825,APAC,Direct Sales,2022-12-18
CUST_0826,EMEA,Direct Sales,2023-03-10
CUST_0827,North_America,Direct Sales,2022-07-23
CUST_0828,APAC,Distributor,2023-10-13
CUST_0829,LATAM,Distributor,2022-06-11
CUST_0830,North_America,Direct Sales,2022-02-11
CUST_0831,LATAM,Direct Sales,2022-06-29
CUST_0832,EMEA,Distributor,2023-10-06
CUST_0833,EMEA,Distributor,2022-04-05
CUST_0834,EMEA,Distributor,2023-05-02
CUST_0835,LATAM,Direct Sales,2023-02-05
CUST_0836,North_America,Online Web,2023-03-16
CUST_0837,North_America,Direct Sales,2023-07-12
CUST_0838,EMEA,Direct Sales,2023-07-12
CUST_0839,EMEA,Direct Sales,2023-01-24
CUST_0840,EMEA,Distributor,2023-01-17
CUST_0841,APAC,Distributor,2023-08-30
CUST_0842,North_America,Direct Sales,2023-10-19
CUST_0843,LATAM,Direct Sales,2023-01-22
CUST_0844,EMEA,Direct Sales,2022-09-23
CUST_0845,North_America,Direct Sales,2022-04-18
CUST_0846,LATAM,Online Web,2022-07-28
CUST_0847,North_America,Distributor,2022-12-27
CUST_0848,APAC,Online Web,2022-05-18
CUST_0849,EMEA,Distributor,2022-03-06
CUST_0850,North_America,Online Web,2022-09-26
CUST_0851,EMEA,Direct Sales,2023-11-29
CUST_0852,EMEA,Online Web,2022-04-11
CUST_0853,North_America,Distributor,2022-01-05
CUST_0854,EMEA,Online Web,2023-01-12
CUST_0855,EMEA,Online Web,2023-02-04
CUST_0856,LATAM,Online Web,2022-11-17
CUST_0857,EMEA,Direct Sales,2023-08-31
CUST_0858,APAC,Direct Sales,2022-08-31
CUST_0859,APAC,Online Web,2023-08-31
CUST_0860,North_America,Direct Sales,2022-05-08
CUST_0861,LATAM,Distributor,2023-09-11
CUST_0862,APAC,Direct Sales,2023-11-12
CUST_0863,North_America,Distributor,2022-10-24
CUST_0864,APAC,Distributor,2022-10-10
CUST_0865,North_America,Distributor,2023-02-22
CUST_0866,North_America,Direct Sales,2022-05-13
CUST_0867,North_America,Online Web,2022-05-19
CUST_0868,North_America,Direct Sales,2023-11-14
CUST_0869,EMEA,Direct Sales,2022-05-13
CUST_0870,EMEA,Online Web,2022-10-22
CUST_0871,EMEA,Direct Sales,2023-12-20
CUST_0872,EMEA,Direct Sales,2023-11-09
CUST_0873,North_America,Online Web,2022-01-28
CUST_0874,EMEA,Online Web,2023-07-16
CUST_0875,North_America,Direct Sales,2023-06-05
CUST_0876,EMEA,Distributor,2023-07-02
CUST_0877,North_America,Distributor,2022-09-26
CUST_0878,LATAM,Direct Sales,2022-05-26
CUST_0879,APAC,Online Web,2022-09-10
CUST_0880,North_America,Distributor,2023-02-26
CUST_0881,EMEA,Online Web,2023-06-21
CUST_0882,LATAM,Direct Sales,2023-07-20
CUST_0883,EMEA,Direct Sales,2022-05-12
CUST_0884,North_America,Distributor,2022-09-29
CUST_0885,EMEA,Online Web,2022-11-07
CUST_0886,North_America,Online Web,2023-03-21
CUST_0887,APAC,Online Web,2023-01-29
CUST_0888,APAC,Direct Sales,2022-04-05
CUST_0889,EMEA,Direct Sales,2022-12-20
CUST_0890,APAC,Distributor,2022-01-31
CUST_0891,North_America,Distributor,2023-05-19
CUST_0892,North_America,Direct Sales,2022-08-22
CUST_0893,North_America,Online Web,2023-05-05
CUST_0894,North_America,Online Web,2023-10-29
CUST_0895,APAC,Distributor,2022-03-09
CUST_0896,EMEA,Online Web,2023-05-27
CUST_0897,North_America,Online Web,2022-11-05
CUST_0898,North_America,Online Web,2022-09-05
CUST_0899,EMEA,Direct Sales,2023-06-04
CUST_0900,EMEA,Direct Sales,2022-02-08
CUST_0901,APAC,Direct Sales,2022-05-10
CUST_0902,LATAM,Online Web,2023-04-10
CUST_0903,North_America,Online Web,2022-03-13
CUST_0904,North_America,Direct Sales,2022-12-30
CUST_0905,North_America,Distributor,2023-07-29
CUST_0906,APAC,Online Web,2022-05-13
CUST_0907,North_America,Distributor,2023-10-21
CUST_0908,North_America,Distributor,2022-12-30
CUST_0909,EMEA,Direct Sales,2023-07-03
CUST_0910,North_America,Direct Sales,2022-02-11
CUST_0911,EMEA,Direct Sales,2022-03-08
CUST_0912,LATAM,Direct Sales,2022-01-16
CUST_0913,LATAM,Distributor,2022-08-10
CUST_0914,North_America,Distributor,2022-01-16
CUST_0915,EMEA,Online Web,2023-04-07
CUST_0916,EMEA,Distributor,2022-07-27
CUST_0917,North_America,Distributor,2023-10-21
CUST_0918,APAC,Direct Sales,2023-06-22
CUST_0919,EMEA,Distributor,2023-04-15
CUST_0920,LATAM,Online Web,2023-05-24
CUST_0921,APAC,Direct Sales,2023-10-13
CUST_0922,EMEA,Distributor,2022-01-04
CUST_0923,North_America,Direct Sales,2022-08-10
CUST_0924,EMEA,Online Web,2022-02-15
CUST_0925,EMEA,Direct Sales,2023-09-14
CUST_0926,North_America,Direct Sales,2022-08-14
CUST_0927,North_America,Distributor,2022-06-09
CUST_0928,APAC,Direct Sales,2023-10-18
CUST_0929,EMEA,Direct Sales,2023-03-18
CUST_0930,EMEA,Distributor,2022-07-08
CUST_0931,EMEA,Online Web,2022-05-09
CUST_0932,APAC,Online Web,2023-07-17
CUST_0933,APAC,Direct Sales,2023-04-14
CUST_0934,EMEA,Online Web,2022-10-23
CUST_0935,EMEA,Direct Sales,2023-09-16
CUST_0936,LATAM,Direct Sales,2022-01-22
CUST_0937,EMEA,Direct Sales,2022-02-03
CUST_0938,EMEA,Distributor,2022-11-05
CUST_0939,APAC,Direct Sales,2022-02-27
CUST_0940,LATAM,Distributor,2023-10-03
CUST_0941,EMEA,Direct Sales,2022-02-03
CUST_0942,APAC,Direct Sales,2023-12-05
CUST_0943,North_America,Direct Sales,2022-09-13
CUST_0944,APAC,Direct Sales,2023-08-07
CUST_0945,North_America,Online Web,2023-02-07
CUST_0946,EMEA,Direct Sales,2023-01-16
CUST_0947,EMEA,Online Web,2023-05-26
CUST_0948,APAC,Distributor,2022-05-20
CUST_0949,North_America,Distributor,2022-10-19
CUST_0950,North_America,Distributor,2023-08-11
CUST_0951,EMEA,Online Web,2022-12-23
CUST_0952,APAC,Online Web,2023-12-16
CUST_0953,EMEA,Direct Sales,2022-06-03
CUST_0954,EMEA,Direct Sales,2023-12-09
CUST_0955,EMEA,Online Web,2022-02-02
CUST_0956,North_America,Direct Sales,2022-12-04
CUST_0957,APAC,Distributor,2023-08-13
CUST_0958,North_America,Online Web,2023-01-17
CUST_0959,LATAM,Online Web,2023-07-04
CUST_0960,North_America,Direct Sales,2022-07-25
CUST_0961,APAC,Distributor,2023-11-14
CUST_0962,EMEA,Online Web,2023-03-01
CUST_0963,North_America,Online Web,2023-11-24
CUST_0964,EMEA,Distributor,2022-09-28
CUST_0965,North_America,Direct Sales,2022-07-01
CUST_0966,North_America,Direct Sales,2023-06-09
CUST_0967,APAC,Direct Sales,2022-09-18
CUST_0968,North_America,Direct Sales,2023-05-06
CUST_0969,APAC,Online Web,2022-03-23
CUST_0970,North_America,Online Web,2023-02-03
CUST_0971,APAC,Online Web,2023-12-26
CUST_0972,North_America,Distributor,2023-02-27
CUST_0973,APAC,Online Web,2022-09-24
CUST_0974,EMEA,Direct Sales,2023-09-13
CUST_0975,North_America,Direct Sales,2022-11-07
CUST_0976,APAC,Online Web,2023-05-06
CUST_0977,North_America,Online Web,2022-01-01
CUST_0978,North_America,Online Web,2023-07-25
CUST_0979,APAC,Distributor,2022-06-26
CUST_0980,APAC,Direct Sales,2022-02-01
CUST_0981,EMEA,Direct Sales,2023-12-21
CUST_0982,APAC,Direct Sales,2022-09-14
CUST_0983,EMEA,Online Web,2022-08-26
CUST_0984,APAC,Direct Sales,2022-06-27
CUST_0985,North_America,Online Web,2023-11-22
CUST_0986,APAC,Distributor,2023-12-31
CUST_0987,EMEA,Online Web,2022-01-19
CUST_0988,EMEA,Online Web,2022-06-13
CUST_0989,North_America,Online Web,2023-06-26
CUST_0990,EMEA,Direct Sales,2022-08-16
CUST_0991,EMEA,Online Web,2022-11-03
CUST_0992,APAC,Direct Sales,2022-09-19
CUST_0993,EMEA,Online Web,2022-11-26
CUST_0994,North_America,Distributor,2023-02-07
CUST_0995,LATAM,Direct Sales,2023-01-03
CUST_0996,North_America,Distributor,2023-02-15
CUST_0997,APAC,Direct Sales,2022-06-15
CUST_0998,APAC,Distributor,2022-09-29
CUST_0999,EMEA,Direct Sales,2023-01-19
CUST_1000,APAC,Online Web,2022-06-19
CUST_1001,North_America,Distributor,2022-01-07
CUST_1002,EMEA,Online Web,2022-06-09
CUST_1003,APAC,Direct Sales,2023-07-15
CUST_1004,EMEA,Direct Sales,2023-04-20
CUST_1005,LATAM,Distributor,2023-04-21
CUST_1006,North_America,Online Web,2022-10-12
CUST_1007,LATAM,Direct Sales,2023-05-08
CUST_1008,APAC,Distributor,2023-10-07
CUST_1009,LATAM,Direct Sales,2022-11-23
CUST_1010,North_America,Distributor,2023-10-09
CUST_1011,EMEA,Distributor,2022-07-01
CUST_1012,North_America,Distributor,2022-12-02
CUST_1013,North_America,Online Web,2023-08-04
CUST_1014,LATAM,Direct Sales,2022-05-25
CUST_1015,EMEA,Distributor,2023-12-09
CUST_1016,North_America,Distributor,2023-09-24
CUST_1017,EMEA,Online Web,2022-02-19
CUST_1018,North_America,Direct Sales,2023-05-31
CUST_1019,EMEA,Direct Sales,2023-02-13
CUST_1020,EMEA,Distributor,2023-07-23
CUST_1021,North_America,Direct Sales,2023-11-16
CUST_1022,North_America,Direct Sales,2023-08-25
CUST_1023,North_America,Direct Sales,2022-06-07
CUST_1024,North_America,Online Web,2023-04-24
CUST_1025,North_America,Distributor,2022-08-06
CUST_1026,EMEA,Distributor,2023-05-28
CUST_1027,APAC,Online Web,2022-05-01
CUST_1028,North_America,Distributor,2023-12-06
CUST_1029,North_America,Direct Sales,2023-02-11
CUST_1030,APAC,Online Web,2022-12-05
CUST_1031,APAC,Online Web,2023-03-10
CUST_1032,APAC,Distributor,2023-06-29
CUST_1033,APAC,Online Web,2022-11-20
CUST_1034,North_America,Online Web,2022-12-03
CUST_1035,North_America,Distributor,2022-08-09
CUST_1036,North_America,Online Web,2023-12-22
CUST_1037,North_America,Online Web,2022-03-07
CUST_1038,APAC,Distributor,2022-04-02
CUST_1039,APAC,Direct Sales,2022-08-18
CUST_1040,EMEA,Distributor,2023-10-06
CUST_1041,EMEA,Online Web,2022-09-11
CUST_1042,North_America,Direct Sales,2023-01-31
CUST_1043,North_America,Direct Sales,2022-06-10
CUST_1044,EMEA,Distributor,2022-09-08
CUST_1045,North_America,Direct Sales,2023-12-31
CUST_1046,APAC,Online Web,2023-02-22
CUST_1047,North_America,Direct Sales,2022-08-24
CUST_1048,North_America,Direct Sales,2022-12-16
CUST_1049,APAC,Distributor,2022-03-24
CUST_1050,APAC,Online Web,2022-07-08
CUST_1051,North_America,Online Web,2022-03-02
CUST_1052,APAC,Distributor,2022-02-27
CUST_1053,EMEA,Direct Sales,2022-03-30
CUST_1054,EMEA,Direct Sales,2023-10-08
CUST_1055,North_America,Online Web,2023-04-28
CUST_1056,North_America,Direct Sales,2023-01-24
CUST_1057,North_America,Online Web,2022-08-09
CUST_1058,EMEA,Direct Sales,2022-09-26
CUST_1059,APAC,Distributor,2023-03-25
CUST_1060,North_America,Online Web,2022-12-14
CUST_1061,North_America,Direct Sales,2023-06-02
CUST_1062,EMEA,Online Web,2022-01-08
CUST_1063,EMEA,Online Web,2022-07-06
CUST_1064,APAC,Direct Sales,2023-10-31
CUST_1065,North_America,Direct Sales,2023-07-24
CUST_1066,North_America,Online Web,2023-10-15
CUST_1067,EMEA,Online Web,2023-03-15
CUST_1068,North_America,Online Web,2023-09-03
CUST_1069,LATAM,Online Web,2023-10-22
CUST_1070,LATAM,Distributor,2023-03-21
CUST_1071,EMEA,Online Web,2022-11-23
CUST_1072,APAC,Online Web,2022-10-11
CUST_1073,EMEA,Distributor,2022-06-22
CUST_1074,EMEA,Direct Sales,2023-09-30
CUST_1075,North_America,Distributor,2022-05-27
CUST_1076,North_America,Direct Sales,2023-05-08
CUST_1077,APAC,Direct Sales,2023-08-06
CUST_1078,North_America,Direct Sales,2023-01-19
CUST_1079,APAC,Distributor,2023-12-09
CUST_1080,EMEA,Online Web,2022-05-20
CUST_1081,EMEA,Online Web,2023-05-11
CUST_1082,EMEA,Distributor,2023-03-31
CUST_1083,LATAM,Direct Sales,2023-04-21
CUST_1084,EMEA,Direct Sales,2022-07-07
CUST_1085,North_America,Direct Sales,2023-04-11
CUST_1086,North_America,Direct Sales,2023-12-05
CUST_1087,North_America,Direct Sales,2023-06-16
CUST_1088,EMEA,Online Web,2023-05-14
CUST_1089,North_America,Distributor,2023-09-04
CUST_1090,EMEA,Online Web,2023-09-03
CUST_1091,North_America,Distributor,2022-11-04
CUST_1092,North_America,Direct Sales,2023-07-03
CUST_1093,North_America,Direct Sales,2023-04-03
CUST_1094,EMEA,Distributor,2023-09-22
CUST_1095,EMEA,Distributor,2023-04-21
CUST_1096,APAC,Direct Sales,2022-04-11
CUST_1097,APAC,Distributor,2023-05-11
CUST_1098,APAC,Distributor,2022-02-04
CUST_1099,North_America,Direct Sales,2023-11-23
CUST_1100,APAC,Direct Sales,2023-04-11
CUST_1101,North_America,Direct Sales,2022-07-17
CUST_1102,APAC,Distributor,2022-05-05
CUST_1103,North_America,Direct Sales,2022-12-20
CUST_1104,APAC,Direct Sales,2023-05-17
CUST_1105,APAC,Online Web,2022-01-12
CUST_1106,North_America,Online Web,2023-01-26
CUST_1107,North_America,Distributor,2023-03-23
CUST_1108,North_America,Distributor,2022-11-18
CUST_1109,North_America,Direct Sales,2022-03-03
CUST_1110,LATAM,Direct Sales,2022-07-20
CUST_1111,LATAM,Direct Sales,2022-05-10
CUST_1112,EMEA,Online Web,2022-05-05
CUST_1113,APAC,Online Web,2023-07-15
CUST_1114,APAC,Direct Sales,2023-03-16
CUST_1115,LATAM,Distributor,2023-07-08
CUST_1116,North_America,Distributor,2022-01-01
CUST_1117,North_America,Direct Sales,2022-04-26
CUST_1118,EMEA,Distributor,2022-05-10
CUST_1119,APAC,Online Web,2023-08-26
CUST_1120,North_America,Online Web,2022-07-13
CUST_1121,North_America,Online Web,2022-05-18
CUST_1122,North_America,Online Web,2022-08-14
CUST_1123,North_America,Distributor,2022-09-17
CUST_1124,EMEA,Distributor,2022-01-21
CUST_1125,APAC,Distributor,2022-12-21
CUST_1126,EMEA,Distributor,2023-12-24
CUST_1127,EMEA,Distributor,2022-03-03
CUST_1128,LATAM,Direct Sales,2022-02-14
CUST_1129,North_America,Online Web,2022-07-25
CUST_1130,EMEA,Distributor,2022-02-09
CUST_1131,North_America,Direct Sales,2022-07-17
CUST_1132,North_America,Online Web,2022-08-13
CUST_1133,North_America,Online Web,2023-09-10
CUST_1134,North_America,Online Web,2022-07-31
CUST_1135,North_America,Direct Sales,2022-08-07
CUST_1136,North_America,Distributor,2023-06-14
CUST_1137,North_America,Online Web,2022-01-07
CUST_1138,North_America,Distributor,2022-07-08
CUST_1139,North_America,Online Web,2023-04-18
CUST_1140,North_America,Online Web,2022-09-28
CUST_1141,EMEA,Online Web,2023-05-03
CUST_1142,APAC,Online Web,2022-12-27
CUST_1143,APAC,Distributor,2023-01-11
CUST_1144,North_America,Distributor,2022-12-22
CUST_1145,APAC,Distributor,2022-12-12
CUST_1146,EMEA,Online Web,2022-09-07
CUST_1147,LATAM,Distributor,2022-10-27
CUST_1148,LATAM,Online Web,2022-01-18
CUST_1149,LATAM,Online Web,2023-10-24
CUST_1150,North_America,Distributor,2023-04-08
CUST_1151,LATAM,Direct Sales,2022-04-18
CUST_1152,EMEA,Direct Sales,2022-06-21
CUST_1153,APAC,Online Web,2023-08-19
CUST_1154,EMEA,Distributor,2022-02-12
CUST_1155,APAC,Distributor,2022-08-07
CUST_1156,LATAM,Distributor,2023-02-14
CUST_1157,EMEA,Direct Sales,2022-10-17
